student_id,distance_group,uses_motorbike
SV01488,medium,1
SV01489,near,1
SV01490,far,1
SV01491,near,1
SV01492,far,1
SV01493,medium,1
SV01494,near,0
SV01495,far,1
SV01496,medium,1
SV01497,near,0
SV01498,medium,1
SV01499,far,1
SV01500,medium,1
SV01501,near,1
SV01502,near,1
SV01503,far,1
SV01504,far,0
SV01505,medium,1
SV01506,medium,1
SV01507,near,0
SV01508,medium,1
SV01509,medium,1
SV01510,far,1
SV01511,medium,1
SV01512,near,1
SV01513,near,1
SV01514,far,1
SV01515,medium,1
SV01516,medium,1
SV01517,medium,1
SV01518,near,0
SV01519,medium,1
SV01520,near,0
SV01521,far,1
SV01522,far,1
SV01523,medium,1
SV01524,near,1
SV01525,medium,1
SV01526,medium,1
SV01527,far,1
SV01528,medium,1
SV01529,medium,0
SV01530,medium,1
SV01531,medium,1
SV01532,near,1
SV01533,near,1
SV01534,medium,1
SV01535,near,0
SV01536,medium,1
SV01537,medium,1
SV01538,far,1
SV01539,medium,1
SV01540,far,1
SV01541,medium,1
SV01542,near,1
SV01543,far,1
SV01544,medium,1
SV01545,near,1
SV01546,far,1
SV01547,near,1
SV01548,near,1
SV01549,near,1
SV01550,medium,1
SV01551,far,1
SV01552,near,1
SV01553,far,1
SV01554,medium,1
SV01555,medium,1
SV01556,medium,1
SV01557,near,0
SV01558,far,1
SV01559,medium,1
SV01560,medium,1
SV01561,medium,0
SV01562,medium,0
SV01563,near,1
SV01564,near,0
SV01565,medium,1
SV01566,medium,1
SV01567,medium,1
SV01568,medium,1
SV01569,far,1
SV01570,far,0
SV01571,near,0
SV01572,near,1
SV01573,near,0
SV01574,near,0
SV01575,near,1
SV01576,medium,1
SV01577,far,1
SV01578,medium,1
SV01579,near,1
SV01580,medium,1
SV01581,far,1
SV01582,near,1
SV01583,far,1
SV01584,medium,1
SV01585,near,1
SV01586,near,1
SV01587,medium,1
SV01588,near,1
SV01589,near,0
SV01590,near,1
SV01591,near,1
SV01592,far,1
SV01593,far,1
SV01594,near,1
SV01595,medium,1
SV01596,medium,0
SV01597,near,0
SV01598,medium,1
SV01599,far,1
SV01600,medium,1
SV01601,near,0
SV01602,near,1
SV01603,medium,1
SV01604,far,1
SV01605,near,0
SV01606,near,1
SV01607,far,1
SV01608,near,1
SV01609,medium,1
SV01610,far,1
SV01611,near,1
SV01612,medium,1
SV01613,medium,1
SV01614,medium,1
SV01615,far,1
SV01616,medium,1
SV01617,near,1
SV01618,medium,1
SV01619,medium,1
SV01620,medium,1
SV01621,far,1
SV01622,far,1
SV01623,far,1
SV01624,far,1
SV01625,far,1
SV01626,medium,1
SV01627,near,1
SV01628,near,0
SV01629,near,1
SV01630,far,1
SV01631,near,0
SV01632,medium,1
SV01633,near,0
SV01634,near,0
SV01635,near,1
SV01636,far,1
SV01637,near,1
SV01638,near,0
SV01639,far,1
SV01640,far,1
SV01641,near,1
SV01642,medium,1
SV01643,far,1
SV01644,near,1
SV01645,near,0
SV01646,far,1
SV01647,far,1
SV01648,medium,1
SV01649,far,1
SV01650,near,1
SV01651,near,1
SV01652,medium,1
SV01653,far,1
SV01654,near,1
SV01655,near,0
SV01656,medium,1
SV01657,near,0
SV01658,near,1
SV01659,medium,1
SV01660,near,1
SV01661,medium,1
SV01662,medium,1
SV01663,medium,1
SV01664,medium,1
SV01665,medium,1
SV01666,near,1
SV01667,near,0
SV01668,medium,0
SV01669,far,1
SV01670,near,0
SV01671,near,0
SV01672,medium,1
SV01673,near,0
SV01674,medium,1
SV01675,far,1
SV01676,medium,1
SV01677,medium,1
SV01678,near,0
SV01679,medium,1
SV01680,far,1
SV01681,far,1
SV01682,far,1
SV01683,near,1
SV01684,near,0
SV01685,near,1
SV01686,near,1
SV01687,near,1
SV01688,medium,1
SV01689,far,1
SV01690,near,1
SV01691,far,1
SV01692,medium,1
SV01693,near,0
SV01694,medium,1
SV01695,near,1
SV01696,near,1
SV01697,near,0
SV01698,near,0
SV01699,far,1
SV01700,far,1
SV01701,near,1
SV01702,near,1
SV01703,far,1
SV01704,medium,1
SV01705,medium,0
SV01706,far,1
SV01707,far,1
SV01708,medium,1
SV01709,near,1
SV01710,far,1
SV01711,medium,1
SV01712,medium,1
SV01713,medium,1
SV01714,near,0
SV01715,medium,1
SV01716,medium,0
SV01717,far,0
SV01718,medium,1
SV01719,medium,1
SV01720,medium,1
SV01721,near,0
SV01722,medium,1
SV01723,near,1
SV01724,near,0
SV01725,near,0
SV01726,far,1
SV01727,near,0
SV01728,far,1
SV01729,medium,1
SV01730,near,0
SV01731,medium,1
SV01732,near,0
SV01733,far,1
SV01734,near,0
SV01735,medium,0
SV01736,medium,1
SV01737,near,1
SV01738,near,0
SV01739,near,0
SV01740,near,1
SV01741,near,0
SV01742,near,0
SV01743,near,1
SV01744,near,1
SV01745,medium,1
SV01746,medium,0
SV01747,medium,1
SV01748,near,1
SV01749,medium,1
SV01750,near,1
SV01751,far,1
SV01752,far,1
SV01753,medium,1
SV01754,medium,1
SV01755,near,1
SV01756,medium,1
SV01757,medium,1
SV01758,near,0
SV01759,far,1
SV01760,near,1
SV01761,far,1
SV01762,far,1
SV01763,far,1
SV01764,near,0
SV01765,medium,1
SV01766,near,0
SV01767,medium,1
SV01768,medium,1
SV01769,far,1
SV01770,medium,1
SV01771,near,1
SV01772,far,1
SV01773,medium,1
SV01774,far,1
SV01775,medium,1
SV01776,near,1
SV01777,near,1
SV01778,near,0
SV01779,medium,1
SV01780,far,1
SV01781,near,1
SV01782,near,1
SV01783,far,1
SV01784,medium,1
SV01785,far,1
SV01786,far,1
SV01787,medium,1
SV01788,near,0
SV01789,near,0
SV01790,medium,1
SV01791,medium,1
SV01792,near,1
SV01793,far,1
SV01794,medium,1
SV01795,medium,1
SV01796,near,1
SV01797,near,1
SV01798,medium,1
SV01799,medium,0
SV01800,near,1
SV01801,near,1
SV01802,far,1
SV01803,far,1
SV01804,near,1
SV01805,medium,1
SV01806,medium,0
SV01807,near,1
SV01808,medium,1
SV01809,near,1
SV01810,far,1
SV01811,near,0
SV01812,near,1
SV01813,near,0
SV01814,far,1
SV01815,near,0
SV01816,near,1
SV01817,near,1
SV01818,far,1
SV01819,far,1
SV01820,far,1
SV01821,near,1
SV01822,medium,0
SV01823,medium,1
SV01824,medium,1
SV01825,near,0
SV01826,near,0
SV01827,medium,1
SV01828,medium,1
SV01829,near,1
SV01830,medium,1
SV01831,near,1
SV01832,medium,1
SV01833,far,1
SV01834,medium,1
SV01835,far,1
SV01836,far,1
SV01837,near,0
SV01838,near,1
SV01839,far,1
SV01840,medium,0
SV01841,medium,1
SV01842,far,1
SV01843,near,1
SV01844,far,1
SV01845,medium,1
SV01846,medium,1
SV01847,near,0
SV01848,medium,1
SV01849,medium,1
SV01850,far,1
SV01851,near,1
SV01852,medium,1
SV01853,near,1
SV01854,far,1
SV01855,near,1
SV01856,medium,1
SV01857,near,0
SV01858,near,1
SV01859,near,1
SV01860,medium,1
SV01861,near,1
SV01862,far,1
SV01863,near,0
SV01864,far,1
SV01865,near,0
SV01866,near,0
SV01867,far,1
SV01868,far,1
SV01869,far,1
SV01870,far,1
SV01871,medium,1
SV01872,near,1
SV01873,near,1
SV01874,medium,1
SV01875,near,1
SV01876,far,1
SV01877,medium,1
SV01878,medium,1
SV01879,medium,1
SV01880,medium,1
SV01881,near,1
SV01882,medium,1
SV01883,far,1
SV01884,far,1
SV01885,near,1
SV01886,near,1
SV01887,near,0
SV01888,near,1
SV01889,medium,1
SV01890,medium,1
SV01891,far,1
SV01892,medium,1
SV01893,near,0
SV01894,far,1
SV01895,near,1
SV01896,medium,1
SV01897,near,0
SV01898,medium,1
SV01899,near,0
SV01900,medium,1
SV01901,medium,1
SV01902,medium,1
SV01903,medium,0
SV01904,medium,1
SV01905,near,1
SV01906,far,1
SV01907,medium,1
SV01908,far,1
SV01909,medium,0
SV01910,medium,1
SV01911,medium,1
SV01912,near,0
SV01913,medium,1
SV01914,near,0
SV01915,near,0
SV01916,far,1
SV01917,near,0
SV01918,near,0
SV01919,far,1
SV01920,near,0
SV01921,far,1
SV01922,near,1
SV01923,medium,0
SV01924,medium,1
SV01925,near,1
SV01926,far,1
SV01927,far,1
SV01928,far,0
SV01929,far,1
SV01930,far,1
SV01931,near,0
SV01932,near,0
SV01933,near,0
SV01934,medium,1
SV01935,near,1
SV01936,medium,1
SV01937,medium,1
SV01938,far,1
SV01939,near,0
SV01940,near,1
SV01941,medium,1
SV01942,far,1
SV01943,medium,1
SV01944,far,1
SV01945,far,1
SV01946,near,1
SV01947,medium,1
SV01948,far,1
SV01949,near,1
SV01950,near,0
SV01951,medium,1
SV01952,far,1
SV01953,medium,0
SV01954,medium,1
SV01955,medium,1
SV01956,medium,1
SV01957,near,0
SV01958,near,1
SV01959,near,1
SV01960,near,1
SV01961,near,0
SV01962,medium,1
SV01963,medium,1
SV01964,near,1
SV01965,near,1
SV01966,medium,1
SV01967,near,1
SV01968,medium,1
SV01969,medium,1
SV01970,medium,1
SV01971,near,1
SV01972,near,1
SV01973,near,1
SV01974,far,1
SV01975,medium,1
SV01976,near,1
SV01977,medium,1
SV01978,far,1
SV01979,far,1
SV01980,medium,0
SV01981,near,0
SV01982,medium,1
SV01983,medium,0
SV01984,far,1
SV01985,near,0
SV01986,medium,0
SV01987,near,0
SV01988,medium,1
SV01989,far,1
SV01990,far,1
SV01991,near,1
SV01992,medium,1
SV01993,far,1
SV01994,medium,0
SV01995,near,1
SV01996,medium,1
SV01997,near,0
SV01998,medium,1
SV01999,medium,1
SV02000,far,1
SV02001,far,1
SV02002,medium,1
SV02003,far,1
SV02004,near,0
SV02005,near,1
SV02006,medium,1
SV02007,medium,1
SV02008,far,0
SV02009,medium,1
SV02010,medium,1
SV02011,near,0
SV02012,far,1
SV02013,far,1
SV02014,medium,1
SV02015,near,1
SV02016,medium,1
SV02017,far,1
SV02018,far,1
SV02019,far,1
SV02020,far,1
SV02021,near,0
SV02022,near,0
SV02023,near,0
SV02024,near,0
SV02025,medium,1
SV02026,near,1
SV02027,medium,0
SV02028,medium,1
SV02029,medium,0
SV02030,near,0
SV02031,near,0
SV02032,near,1
SV02033,far,1
SV02034,near,1
SV02035,near,0
SV02036,near,0
SV02037,far,1
SV02038,near,0
SV02039,medium,1
SV02040,near,0
SV02041,medium,1
SV02042,near,1
SV02043,near,0
SV02044,medium,1
SV02045,near,1
SV02046,medium,1
SV02047,far,1
SV02048,medium,1
SV02049,near,0
SV02050,far,1
SV02051,far,1
SV02052,near,1
SV02053,near,0
SV02054,medium,1
SV02055,far,1
SV02056,far,1
SV02057,medium,1
SV02058,far,1
SV02059,near,0
SV02060,far,1
SV02061,far,1
SV02062,near,1
SV02063,near,0
SV02064,medium,1
SV02065,medium,1
SV02066,far,1
SV02067,far,1
SV02068,medium,1
SV02069,medium,1
SV02070,medium,1
SV02071,far,1
SV02072,near,1
SV02073,near,1
SV02074,near,0
SV02075,medium,1
SV02076,far,1
SV02077,medium,1
SV02078,medium,1
SV02079,near,1
SV02080,medium,1
SV02081,near,1
SV02082,near,0
SV02083,near,1
SV02084,medium,1
SV02085,far,1
SV02086,near,0
SV02087,near,0
SV02088,near,0
SV02089,near,1
SV02090,near,1
SV02091,medium,1
SV02092,medium,0
SV02093,far,1
SV02094,medium,1
SV02095,medium,1
SV02096,medium,0
SV02097,far,1
SV02098,medium,1
SV02099,far,1
SV02100,medium,1
SV02101,far,1
SV02102,medium,1
SV02103,near,0
SV02104,far,1
SV02105,medium,1
SV02106,near,0
SV02107,far,1
SV02108,near,1
SV02109,near,0
SV02110,far,1
SV02111,near,1
SV02112,medium,1
SV02113,medium,0
SV02114,far,1
SV02115,medium,1
SV02116,medium,1
SV02117,medium,1
SV02118,medium,1
SV02119,near,0
SV02120,far,1
SV02121,far,1
SV02122,near,0
SV02123,near,0
SV02124,near,0
SV02125,far,1
SV02126,medium,0
SV02127,far,1
SV02128,medium,1
SV02129,near,1
SV02130,medium,1
SV02131,far,1
SV02132,far,1
SV02133,near,1
SV02134,far,1
SV02135,medium,1
SV02136,far,1
SV02137,far,1
SV02138,medium,1
SV02139,medium,0
SV02140,medium,1
SV02141,medium,1
SV02142,near,0
SV02143,far,1
SV02144,near,1
SV02145,medium,1
SV02146,medium,1
SV02147,medium,1
SV02148,near,0
SV02149,far,1
SV02150,near,0
SV02151,near,1
SV02152,medium,1
SV02153,medium,1
SV02154,medium,1
SV02155,near,0
SV02156,near,0
SV02157,medium,1
SV02158,near,0
SV02159,near,1
SV02160,medium,1
SV02161,near,1
SV02162,far,1
SV02163,near,0
SV02164,medium,1
SV02165,far,1
SV02166,medium,1
SV02167,medium,1
SV02168,medium,0
SV02169,medium,0
SV02170,far,1
SV02171,medium,1
SV02172,medium,1
SV02173,far,1
SV02174,near,1
SV02175,near,1
SV02176,far,1
SV02177,near,0
SV02178,near,1
SV02179,far,1
SV02180,medium,1
SV02181,near,0
SV02182,far,1
SV02183,near,1
SV02184,far,1
SV02185,medium,1
SV02186,near,1
SV02187,far,1
SV02188,medium,1
SV02189,medium,1
SV02190,far,1
SV02191,near,1
SV02192,medium,1
SV02193,medium,0
SV02194,medium,1
SV02195,far,1
SV02196,far,1
SV02197,medium,0
SV02198,medium,1
SV02199,near,1
SV02200,medium,1
SV02201,far,1
SV02202,near,0
SV02203,far,1
SV02204,near,0
SV02205,far,1
SV02206,near,0
SV02207,far,1
SV02208,medium,1
SV02209,medium,1
SV02210,medium,1
SV02211,medium,1
SV02212,far,1
SV02213,far,1
SV02214,medium,0
SV02215,near,1
SV02216,near,1
SV02217,near,1
SV02218,medium,1
SV02219,near,1
SV02220,near,1
SV02221,near,1
SV02222,near,0
SV02223,far,1
SV02224,near,1
SV02225,far,1
SV02226,medium,1
SV02227,far,1
SV02228,near,1
SV02229,far,1
SV02230,medium,1
SV02231,near,1
SV02232,near,1
SV02233,far,1
SV02234,near,0
SV02235,near,1
SV02236,medium,1
SV02237,medium,1
SV02238,far,1
SV02239,medium,1
SV02240,medium,0
SV02241,medium,1
SV02242,far,1
SV02243,near,0
SV02244,far,1
SV02245,medium,1
SV02246,medium,1
SV02247,medium,1
SV02248,medium,0
SV02249,medium,1
SV02250,far,1
SV02251,medium,1
SV02252,near,1
SV02253,near,0
SV02254,far,1
SV02255,near,0
SV02256,medium,1
SV02257,medium,1
SV02258,far,1
SV02259,far,1
SV02260,far,1
SV02261,far,1
SV02262,far,1
SV02263,medium,1
SV02264,near,0
SV02265,near,0
SV02266,medium,1
SV02267,near,0
SV02268,medium,0
SV02269,near,1
SV02270,near,1
SV02271,near,1
SV02272,near,1
SV02273,medium,1
SV02274,far,1
SV02275,medium,1
SV02276,far,0
SV02277,medium,1
SV02278,far,1
SV02279,medium,1
SV02280,near,1
SV02281,near,1
SV02282,medium,1
SV02283,far,1
SV02284,medium,1
SV02285,near,0
SV02286,medium,1
SV02287,medium,1
SV02288,far,1
SV02289,far,1
SV02290,far,1
SV02291,near,1
SV02292,near,0
SV02293,near,0
SV02294,medium,1
SV02295,near,1
SV02296,medium,1
SV02297,medium,1
SV02298,far,1
SV02299,far,1
SV02300,medium,0
SV02301,near,1
SV02302,medium,1
SV02303,near,0
SV02304,near,1
SV02305,medium,1
SV02306,near,0
SV02307,medium,0
SV02308,far,1
SV02309,medium,1
SV02310,far,1
SV02311,far,1
SV02312,near,0
SV02313,near,0
SV02314,near,0
SV02315,near,0
SV02316,medium,1
SV02317,medium,1
SV02318,near,1
SV02319,far,1
SV02320,far,1
SV02321,medium,1
SV02322,near,1
SV02323,medium,1
SV02324,medium,1
SV02325,near,1
SV02326,far,1
SV02327,near,1
SV02328,near,1
SV02329,near,0
SV02330,medium,1
SV02331,near,1
SV02332,far,1
SV02333,far,1
SV02334,medium,1
SV02335,near,1
SV02336,near,0
SV02337,medium,1
SV02338,far,1
SV02339,near,0
SV02340,medium,1
SV02341,near,1
SV02342,near,0
SV02343,near,0
SV02344,medium,1
SV02345,far,1
SV02346,medium,1
SV02347,medium,1
SV02348,far,0
SV02349,medium,1
SV02350,medium,0
SV02351,far,1
SV02352,medium,1
SV02353,far,1
SV02354,near,0
SV02355,medium,0
SV02356,near,1
SV02357,near,0
SV02358,near,0
SV02359,medium,0
SV02360,medium,1
SV02361,medium,1
SV02362,near,1
SV02363,medium,0
SV02364,near,1
SV02365,near,1
SV02366,medium,1
SV02367,medium,1
SV02368,near,1
SV02369,near,0
SV02370,far,1
SV02371,medium,1
SV02372,medium,1
SV02373,medium,1
SV02374,near,0
SV02375,near,1
SV02376,far,1
SV02377,near,0
SV02378,medium,0
SV02379,medium,1
SV02380,far,1
SV02381,medium,1
SV02382,medium,1
SV02383,near,0
SV02384,far,1
SV02385,medium,1
SV02386,far,1
SV02387,near,1
SV02388,medium,1
SV02389,far,1
SV02390,medium,1
SV02391,medium,1
SV02392,medium,1
SV02393,far,1
SV02394,medium,1
SV02395,far,1
SV02396,far,1
SV02397,far,0
SV02398,near,1
SV02399,near,1
SV02400,medium,1
SV02401,near,0
SV02402,near,1
SV02403,near,1
SV02404,far,1
SV02405,near,0
SV02406,medium,1
SV02407,near,1
SV02408,medium,1
SV02409,near,0
SV02410,medium,1
SV02411,medium,1
SV02412,medium,1
SV02413,near,1
SV02414,medium,1
SV02415,medium,1
SV02416,medium,1
SV02417,far,1
SV02418,near,0
SV02419,near,1
SV02420,near,0
SV02421,near,1
SV02422,far,1
SV02423,medium,1
SV02424,medium,1
SV02425,near,1
SV02426,medium,1
SV02427,near,1
SV02428,near,1
SV02429,far,1
SV02430,medium,0
SV02431,medium,1
SV02432,medium,1
SV02433,near,1
SV02434,medium,1
SV02435,near,1
SV02436,near,0
SV02437,near,0
SV02438,near,1
SV02439,medium,1
SV02440,medium,1
SV02441,near,1
SV02442,far,1
SV02443,far,1
SV02444,near,1
SV02445,near,0
SV02446,near,1
SV02447,near,0
SV02448,medium,0
SV02449,medium,0
SV02450,near,0
SV02451,near,1
SV02452,medium,1
SV02453,near,1
SV02454,far,1
SV02455,near,0
SV02456,medium,1
SV02457,far,1
SV02458,far,1
SV02459,far,0
SV02460,medium,1
SV02461,far,1
SV02462,medium,1
SV02463,near,0
SV02464,medium,1
SV02465,medium,1
SV02466,far,1
SV02467,medium,1
SV02468,medium,1
SV02469,medium,1
SV02470,medium,1
SV02471,medium,1
SV02472,medium,0
SV02473,near,0
SV02474,far,1
SV02475,near,1
SV02476,medium,1
SV02477,far,1
SV02478,far,1
SV02479,medium,1
SV02480,medium,1
SV02481,far,1
SV02482,far,1
SV02483,medium,1
SV02484,far,1
SV02485,far,1
SV02486,medium,1
SV02487,near,1
SV02488,medium,1
SV02489,near,0
SV02490,near,1
SV02491,medium,0
SV02492,near,0
SV02493,medium,1
SV02494,far,1
SV02495,near,1
SV02496,medium,1
SV02497,medium,0
SV02498,near,1
SV02499,medium,1
SV02500,near,1
SV02501,far,1
SV02502,near,1
SV02503,near,0
SV02504,medium,1
SV02505,medium,1
SV02506,medium,1
SV02507,far,1
SV02508,medium,1
SV02509,far,1
SV02510,medium,0
SV02511,far,1
SV02512,medium,1
SV02513,near,0
SV02514,medium,0
SV02515,near,0
SV02516,far,1
SV02517,medium,1
SV02518,medium,1
SV02519,near,1
SV02520,near,1
SV02521,far,1
SV02522,near,0
SV02523,far,1
SV02524,medium,1
SV02525,far,1
SV02526,medium,0
SV02527,near,0
SV02528,medium,1
SV02529,near,1
SV02530,near,0
SV02531,medium,0
SV02532,far,1
SV02533,far,1
SV02534,medium,1
SV02535,far,1
SV02536,medium,0
SV02537,near,0
SV02538,medium,1
SV02539,near,1
SV02540,near,0
SV02541,near,0
SV02542,far,1
SV02543,near,0
SV02544,near,0
SV02545,medium,1
SV02546,medium,1
SV02547,near,1
SV02548,near,0
SV02549,near,0
SV02550,medium,0
SV02551,far,1
SV02552,far,1
SV02553,far,1
SV02554,medium,1
SV02555,far,1
SV02556,medium,1
SV02557,far,1
SV02558,far,1
SV02559,near,0
SV02560,near,1
SV02561,medium,1
SV02562,far,1
SV02563,near,1
SV02564,far,1
SV02565,medium,1
SV02566,near,1
SV02567,medium,1
SV02568,near,0
SV02569,medium,0
SV02570,medium,1
SV02571,far,1
SV02572,medium,1
SV02573,near,1
SV02574,near,1
SV02575,near,0
SV02576,far,1
SV02577,medium,1
SV02578,far,1
SV02579,far,1
SV02580,near,0
SV02581,medium,1
SV02582,far,1
SV02583,near,1
SV02584,medium,1
SV02585,medium,1
SV02586,far,1
SV02587,medium,1
SV02588,medium,1
SV02589,medium,1
SV02590,near,1
SV02591,near,0
SV02592,near,0
SV02593,near,0
SV02594,far,1
SV02595,medium,0
SV02596,medium,1
SV02597,far,1
SV02598,near,1
SV02599,medium,1
SV02600,near,0
SV02601,medium,1
SV02602,medium,1
SV02603,near,0
SV02604,far,1
SV02605,medium,1
SV02606,medium,0
SV02607,far,1
SV02608,medium,1
SV02609,near,0
SV02610,medium,1
SV02611,medium,0
SV02612,medium,1
SV02613,medium,1
SV02614,near,0
SV02615,medium,1
SV02616,far,1
SV02617,far,1
SV02618,medium,1
SV02619,medium,1
SV02620,far,1
SV02621,near,1
SV02622,medium,1
SV02623,far,1
SV02624,medium,1
SV02625,medium,0
SV02626,far,1
SV02627,medium,0
SV02628,near,1
SV02629,far,1
SV02630,medium,1
SV02631,far,1
SV02632,far,1
SV02633,medium,1
SV02634,far,1
SV02635,medium,1
SV02636,far,0
SV02637,far,1
SV02638,medium,1
SV02639,near,1
SV02640,medium,1
SV02641,medium,1
SV02642,medium,0
SV02643,medium,1
SV02644,far,1
SV02645,far,1
SV02646,far,1
SV02647,far,1
SV02648,medium,1
SV02649,medium,1
SV02650,medium,1
SV02651,medium,1
SV02652,near,0
SV02653,far,1
SV02654,medium,1
SV02655,medium,0
SV02656,near,0
SV02657,near,1
SV02658,medium,1
SV02659,near,1
SV02660,near,1
SV02661,medium,0
SV02662,near,1
SV02663,near,1
SV02664,medium,1
SV02665,medium,1
SV02666,medium,1
SV02667,far,1
SV02668,far,1
SV02669,medium,1
SV02670,near,1
SV02671,medium,1
SV02672,far,1
SV02673,medium,1
SV02674,near,0
SV02675,near,0
SV02676,near,1
SV02677,near,1
SV02678,near,0
SV02679,near,1
SV02680,near,0
SV02681,far,1
SV02682,far,1
SV02683,near,0
SV02684,near,0
SV02685,medium,1
SV02686,medium,1
SV02687,near,1
SV02688,medium,1
SV02689,far,1
SV02690,near,1
SV02691,far,1
SV02692,near,1
SV02693,medium,0
SV02694,near,1
SV02695,near,0
SV02696,near,1
SV02697,near,0
SV02698,near,0
SV02699,medium,0
SV02700,near,1
SV02701,medium,1
SV02702,medium,1
SV02703,medium,0
SV02704,near,1
SV02705,near,0
SV02706,medium,1
SV02707,far,1
SV02708,far,1
SV02709,medium,1
SV02710,near,0
SV02711,far,1
SV02712,far,1
SV02713,medium,1
SV02714,medium,1
SV02715,near,1
SV02716,near,1
SV02717,medium,0
SV02718,medium,0
SV02719,near,0
SV02720,far,1
SV02721,medium,1
SV02722,far,1
SV02723,far,1
SV02724,near,1
SV02725,medium,1
SV02726,far,1
SV02727,medium,1
SV02728,far,1
SV02729,near,0
SV02730,medium,0
SV02731,near,1
SV02732,medium,1
SV02733,medium,1
SV02734,near,0
SV02735,medium,1
SV02736,near,1
SV02737,medium,1
SV02738,near,0
SV02739,near,1
SV02740,medium,1
SV02741,far,1
SV02742,far,1
SV02743,near,1
SV02744,far,1
SV02745,near,1
SV02746,far,1
SV02747,medium,1
SV02748,far,1
SV02749,near,1
SV02750,medium,1
SV02751,near,0
SV02752,near,0
SV02753,far,1
SV02754,near,1
SV02755,near,0
SV02756,medium,1
SV02757,near,0
SV02758,near,1
SV02759,far,1
SV02760,near,1
SV02761,far,1
SV02762,far,1
SV02763,medium,0
SV02764,far,1
SV02765,near,1
SV02766,medium,1
SV02767,near,1
SV02768,near,0
SV02769,medium,1
SV02770,medium,1
SV02771,medium,1
SV02772,medium,1
SV02773,medium,1
SV02774,medium,1
SV02775,near,1
SV02776,far,1
SV02777,far,1
SV02778,far,1
SV02779,near,1
SV02780,near,0
SV02781,medium,1
SV02782,medium,0
SV02783,medium,1
SV02784,near,1
SV02785,medium,1
SV02786,far,1
SV02787,medium,1
SV02788,medium,0
SV02789,medium,1
SV02790,medium,1
SV02791,far,1
SV02792,far,1
SV02793,near,1
SV02794,near,0
SV02795,near,1
SV02796,far,1
SV02797,far,1
SV02798,far,1
SV02799,medium,1
SV02800,near,1
SV02801,near,0
SV02802,medium,1
SV02803,near,0
SV02804,near,0
SV02805,medium,1
SV02806,medium,0
SV02807,near,1
SV02808,far,1
SV02809,medium,1
SV02810,near,1
SV02811,medium,1
SV02812,far,1
SV02813,medium,1
SV02814,medium,1
SV02815,near,0
SV02816,medium,1
SV02817,near,1
SV02818,medium,1
SV02819,medium,1
SV02820,medium,1
SV02821,near,1
SV02822,near,0
SV02823,far,1
SV02824,medium,1
SV02825,far,0
SV02826,medium,1
SV02827,near,1
SV02828,near,1
SV02829,medium,1
SV02830,far,1
SV02831,near,0
SV02832,far,1
SV02833,far,1
SV02834,medium,1
SV02835,far,1
SV02836,medium,1
SV02837,near,1
SV02838,near,1
SV02839,medium,0
SV02840,medium,1
SV02841,far,1
SV02842,medium,1
SV02843,near,1
SV02844,medium,0
SV02845,far,1
SV02846,near,1
SV02847,near,0
SV02848,near,1
SV02849,far,1
SV02850,far,1
SV02851,medium,1
SV02852,medium,1
SV02853,far,1
SV02854,near,0
SV02855,near,1
SV02856,near,0
SV02857,far,1
SV02858,far,1
SV02859,far,1
SV02860,near,0
SV02861,near,1
SV02862,far,1
SV02863,near,1
SV02864,near,0
SV02865,near,1
SV02866,near,1
SV02867,near,0
SV02868,near,0
SV02869,medium,1
SV02870,near,1
SV02871,medium,1
SV02872,near,0
SV02873,medium,1
SV02874,medium,1
SV02875,near,1
SV02876,medium,1
SV02877,medium,0
SV02878,far,1
SV02879,near,1
SV02880,far,1
SV02881,medium,1
SV02882,far,1
SV02883,medium,1
SV02884,near,1
SV02885,medium,1
SV02886,far,1
SV02887,medium,1
SV02888,medium,1
SV02889,near,1
SV02890,medium,1
SV02891,medium,1
SV02892,medium,1
SV02893,far,1
SV02894,near,0
SV02895,near,1
SV02896,far,1
SV02897,near,1
SV02898,near,1
SV02899,near,0
SV02900,far,1
SV02901,medium,1
SV02902,near,1
SV02903,far,1
SV02904,far,1
SV02905,far,1
SV02906,near,1
SV02907,far,1
SV02908,medium,1
SV02909,far,1
SV02910,far,1
SV02911,medium,0
SV02912,far,1
SV02913,medium,0
SV02914,medium,1
SV02915,far,1
SV02916,near,0
SV02917,medium,0
SV02918,far,1
SV02919,medium,1
SV02920,far,1
SV02921,far,1
SV02922,far,1
SV02923,medium,1
SV02924,medium,1
SV02925,medium,1
SV02926,far,1
SV02927,medium,1
SV02928,medium,1
SV02929,far,1
SV02930,near,0
SV02931,near,1
SV02932,far,1
SV02933,medium,1
SV02934,near,1
SV02935,far,1
SV02936,near,1
SV02937,near,1
SV02938,medium,1
SV02939,far,1
SV02940,medium,1
SV02941,near,1
SV02942,medium,0
SV02943,medium,0
SV02944,medium,1
SV02945,medium,1
SV02946,medium,1
SV02947,medium,1
SV02948,near,1
SV02949,medium,0
SV02950,medium,1
SV02951,near,1
SV02952,medium,1
SV02953,medium,1
SV02954,medium,1
SV02955,near,0
SV02956,near,1
SV02957,far,1
SV02958,far,1
SV02959,near,0
SV02960,far,1
SV02961,medium,1
SV02962,near,1
SV02963,far,1
SV02964,near,1
SV02965,near,1
SV02966,medium,1
SV02967,near,1
SV02968,far,1
SV02969,far,1
SV02970,near,0
SV02971,near,0
SV02972,far,1
SV02973,medium,1
SV02974,medium,1
SV02975,near,0
SV02976,medium,1
SV02977,far,1
