schedule_id,class_id,day_of_week,day_vn,shift,start_time,end_time,building,floor,room_id,room_capacity,num_students,motorbike_ratio,dorm_ratio,arrival_window_start,arrival_window_end,departure_window_start,departure_window_end
SCH00189,LHP0135,Thu,Thu 5,Ca1,06:45,09:25,B,1,B-0104,54,53,0.87,0.15,06:15,06:45,09:25,09:55
SCH00190,LHP0136,Mon,Thu 2,Ca2,09:35,12:15,C,3,C-0308,46,43,0.8,0.08,09:05,09:35,12:15,12:45
SCH00191,LHP0137,Tue,Thu 3,Ca3,13:00,15:40,A2,2,A2-0207,115,37,0.76,0.18,12:30,13:00,15:40,16:10
SCH00192,LHP0137,Wed,Thu 4,Ca2,09:35,12:15,A2,10,A2-1012,97,37,0.76,0.18,09:05,09:35,12:15,12:45
SCH00193,LHP0138,Wed,Thu 4,Ca2,09:35,12:15,A2,7,A2-0713,116,49,0.86,0.16,09:05,09:35,12:15,12:45
SCH00194,LHP0139,Mon,Thu 2,Ca3,13:00,15:40,A2,7,A2-0712,93,59,0.94,0.18,12:30,13:00,15:40,16:10
SCH00195,LHP0140,Fri,Thu 6,Ca1,06:45,09:25,A2,8,A2-0809,115,62,0.89,0.13,06:15,06:45,09:25,09:55
SCH00196,LHP0141,Fri,Thu 6,Ca3,13:00,15:40,C,3,C-0303,45,45,0.84,0.08,12:30,13:00,15:40,16:10
SCH00197,LHP0142,Mon,Thu 2,Ca4,15:50,18:30,A2,3,A2-0310,85,62,0.9,0.08,15:20,15:50,18:30,19:00
SCH00198,LHP0143,Fri,Thu 6,Ca2,09:35,12:15,A2,7,A2-0704,100,51,0.94,0.15,09:05,09:35,12:15,12:45
SCH00199,LHP0143,Mon,Thu 2,Ca2,09:35,12:15,A2,5,A2-0501,92,51,0.94,0.15,09:05,09:35,12:15,12:45
SCH00200,LHP0144,Wed,Thu 4,Ca3,13:00,15:40,A2,8,A2-0811,96,76,0.81,0.17,12:30,13:00,15:40,16:10
SCH00201,LHP0144,Fri,Thu 6,Ca2,09:35,12:15,A2,1,A2-0109,114,76,0.81,0.17,09:05,09:35,12:15,12:45
SCH00202,LHP0145,Fri,Thu 6,Ca2,09:35,12:15,C,2,C-0206,57,39,0.84,0.15,09:05,09:35,12:15,12:45
SCH00203,LHP0146,Fri,Thu 6,Ca2,09:35,12:15,B,3,B-0305,56,54,0.84,0.11,09:05,09:35,12:15,12:45
SCH00204,LHP0147,Fri,Thu 6,Ca2,09:35,12:15,A2,9,A2-0908,83,66,0.83,0.22,09:05,09:35,12:15,12:45
SCH00205,LHP0148,Fri,Thu 6,Ca2,09:35,12:15,D,1,D-0102,77,77,0.84,0.23,09:05,09:35,12:15,12:45
SCH00206,LHP0149,Tue,Thu 3,Ca1,06:45,09:25,D,1,D-0103,84,61,0.94,0.08,06:15,06:45,09:25,09:55
SCH00207,LHP0149,Mon,Thu 2,Ca3,13:00,15:40,A2,2,A2-0208,92,61,0.94,0.08,12:30,13:00,15:40,16:10
SCH00208,LHP0150,Fri,Thu 6,Ca2,09:35,12:15,A2,1,A2-0114,81,36,0.92,0.14,09:05,09:35,12:15,12:45
SCH00209,LHP0151,Wed,Thu 4,Ca3,13:00,15:40,A2,8,A2-0804,109,30,0.89,0.13,12:30,13:00,15:40,16:10
SCH00210,LHP0151,Sat,Thu 7,Ca3,13:00,15:40,B,3,B-0307,59,30,0.89,0.13,12:30,13:00,15:40,16:10
SCH00211,LHP0152,Mon,Thu 2,Ca2,09:35,12:15,B,2,B-0203,60,34,0.84,0.24,09:05,09:35,12:15,12:45
SCH00212,LHP0153,Mon,Thu 2,Ca2,09:35,12:15,A2,8,A2-0802,111,71,0.77,0.12,09:05,09:35,12:15,12:45
SCH00213,LHP0153,Fri,Thu 6,Ca3,13:00,15:40,A2,7,A2-0710,97,71,0.77,0.12,12:30,13:00,15:40,16:10
SCH00214,LHP0154,Sat,Thu 7,Ca2,09:35,12:15,C,3,C-0302,57,54,0.94,0.18,09:05,09:35,12:15,12:45
SCH00215,LHP0154,Wed,Thu 4,Ca1,06:45,09:25,C,3,C-0305,56,54,0.94,0.18,06:15,06:45,09:25,09:55
SCH00216,LHP0155,Wed,Thu 4,Ca1,06:45,09:25,A2,8,A2-0808,95,64,0.76,0.06,06:15,06:45,09:25,09:55
SCH00217,LHP0155,Fri,Thu 6,Ca1,06:45,09:25,A2,7,A2-0703,94,64,0.76,0.06,06:15,06:45,09:25,09:55
SCH00218,LHP0156,Fri,Thu 6,Ca2,09:35,12:15,A2,9,A2-0912,90,44,0.9,0.14,09:05,09:35,12:15,12:45
SCH00219,LHP0157,Mon,Thu 2,Ca2,09:35,12:15,A2,6,A2-0604,97,58,0.78,0.11,09:05,09:35,12:15,12:45
SCH00220,LHP0158,Sat,Thu 7,Ca2,09:35,12:15,A2,1,A2-0105,95,80,0.76,0.12,09:05,09:35,12:15,12:45
SCH00221,LHP0159,Mon,Thu 2,Ca2,09:35,12:15,A2,4,A2-0408,85,63,0.83,0.19,09:05,09:35,12:15,12:45
SCH00222,LHP0160,Wed,Thu 4,Ca1,06:45,09:25,A2,2,A2-0201,85,35,0.87,0.13,06:15,06:45,09:25,09:55
SCH00223,LHP0160,Fri,Thu 6,Ca3,13:00,15:40,A2,3,A2-0306,89,35,0.87,0.13,12:30,13:00,15:40,16:10
SCH00224,LHP0161,Mon,Thu 2,Ca1,06:45,09:25,A2,9,A2-0913,107,67,0.78,0.14,06:15,06:45,09:25,09:55
SCH00225,LHP0162,Fri,Thu 6,Ca1,06:45,09:25,D,4,D-0406,82,72,0.75,0.21,06:15,06:45,09:25,09:55
SCH00226,LHP0162,Wed,Thu 4,Ca2,09:35,12:15,A2,10,A2-1003,104,72,0.75,0.21,09:05,09:35,12:15,12:45
SCH00227,LHP0163,Sat,Thu 7,Ca4,15:50,18:30,A2,7,A2-0703,94,40,0.76,0.24,15:20,15:50,18:30,19:00
SCH00228,LHP0163,Fri,Thu 6,Ca2,09:35,12:15,D,2,D-0202,81,40,0.76,0.24,09:05,09:35,12:15,12:45
SCH00229,LHP0164,Wed,Thu 4,Ca3,13:00,15:40,A2,2,A2-0202,93,70,0.94,0.19,12:30,13:00,15:40,16:10
SCH00230,LHP0165,Tue,Thu 3,Ca2,09:35,12:15,A2,3,A2-0314,102,42,0.95,0.22,09:05,09:35,12:15,12:45
SCH00231,LHP0166,Mon,Thu 2,Ca3,13:00,15:40,A2,4,A2-0402,96,66,0.82,0.11,12:30,13:00,15:40,16:10
SCH00232,LHP0166,Wed,Thu 4,Ca3,13:00,15:40,A2,9,A2-0903,94,66,0.82,0.11,12:30,13:00,15:40,16:10
SCH00233,LHP0167,Wed,Thu 4,Ca2,09:35,12:15,A2,2,A2-0212,108,72,0.83,0.05,09:05,09:35,12:15,12:45
SCH00234,LHP0167,Mon,Thu 2,Ca1,06:45,09:25,A2,10,A2-1010,87,72,0.83,0.05,06:15,06:45,09:25,09:55
SCH00235,LHP0168,Thu,Thu 5,Ca4,15:50,18:30,A2,4,A2-0411,120,68,0.9,0.22,15:20,15:50,18:30,19:00
SCH00236,LHP0168,Wed,Thu 4,Ca2,09:35,12:15,D,5,D-0503,88,68,0.9,0.22,09:05,09:35,12:15,12:45
SCH00237,LHP0169,Thu,Thu 5,Ca1,06:45,09:25,A2,3,A2-0310,85,68,0.91,0.09,06:15,06:45,09:25,09:55
SCH00238,LHP0170,Fri,Thu 6,Ca3,13:00,15:40,A2,1,A2-0111,117,73,0.9,0.2,12:30,13:00,15:40,16:10
SCH00239,LHP0170,Thu,Thu 5,Ca2,09:35,12:15,A2,5,A2-0511,109,73,0.9,0.2,09:05,09:35,12:15,12:45
SCH00240,LHP0171,Tue,Thu 3,Ca1,06:45,09:25,A2,5,A2-0501,92,70,0.77,0.18,06:15,06:45,09:25,09:55
SCH00241,LHP0172,Thu,Thu 5,Ca3,13:00,15:40,A2,2,A2-0211,94,32,0.87,0.2,12:30,13:00,15:40,16:10
SCH00242,LHP0173,Thu,Thu 5,Ca1,06:45,09:25,A2,9,A2-0901,105,50,0.9,0.09,06:15,06:45,09:25,09:55
SCH00243,LHP0174,Tue,Thu 3,Ca2,09:35,12:15,A2,5,A2-0506,85,53,0.86,0.23,09:05,09:35,12:15,12:45
SCH00244,LHP0174,Sat,Thu 7,Ca3,13:00,15:40,D,2,D-0208,74,53,0.86,0.23,12:30,13:00,15:40,16:10
SCH00245,LHP0175,Mon,Thu 2,Ca1,06:45,09:25,B,2,B-0203,60,60,0.94,0.11,06:15,06:45,09:25,09:55
SCH00246,LHP0175,Fri,Thu 6,Ca3,13:00,15:40,B,2,B-0205,60,60,0.94,0.11,12:30,13:00,15:40,16:10
SCH00247,LHP0176,Mon,Thu 2,Ca1,06:45,09:25,A2,3,A2-0306,89,59,0.94,0.08,06:15,06:45,09:25,09:55
SCH00248,LHP0176,Wed,Thu 4,Ca2,09:35,12:15,B,2,B-0205,60,59,0.94,0.08,09:05,09:35,12:15,12:45
SCH00249,LHP0177,Thu,Thu 5,Ca3,13:00,15:40,A2,9,A2-0909,87,65,0.82,0.21,12:30,13:00,15:40,16:10
SCH00250,LHP0178,Wed,Thu 4,Ca1,06:45,09:25,A2,5,A2-0502,84,37,0.84,0.18,06:15,06:45,09:25,09:55
SCH00251,LHP0178,Mon,Thu 2,Ca1,06:45,09:25,A2,8,A2-0811,96,37,0.84,0.18,06:15,06:45,09:25,09:55
SCH00252,LHP0179,Sat,Thu 7,Ca1,06:45,09:25,A2,1,A2-0111,117,54,0.91,0.24,06:15,06:45,09:25,09:55
SCH00253,LHP0180,Mon,Thu 2,Ca3,13:00,15:40,A2,5,A2-0508,86,60,0.76,0.23,12:30,13:00,15:40,16:10
SCH00254,LHP0181,Tue,Thu 3,Ca1,06:45,09:25,C,2,C-0201,58,44,0.88,0.18,06:15,06:45,09:25,09:55
SCH00255,LHP0182,Mon,Thu 2,Ca1,06:45,09:25,A2,7,A2-0702,115,71,0.83,0.08,06:15,06:45,09:25,09:55
SCH00256,LHP0182,Tue,Thu 3,Ca1,06:45,09:25,A2,2,A2-0208,92,71,0.83,0.08,06:15,06:45,09:25,09:55
SCH00257,LHP0183,Mon,Thu 2,Ca3,13:00,15:40,A2,2,A2-0202,93,61,0.77,0.1,12:30,13:00,15:40,16:10
SCH00258,LHP0184,Fri,Thu 6,Ca4,15:50,18:30,D,2,D-0202,81,59,0.82,0.24,15:20,15:50,18:30,19:00
SCH00259,LHP0184,Tue,Thu 3,Ca3,13:00,15:40,D,4,D-0408,61,59,0.82,0.24,12:30,13:00,15:40,16:10
SCH00260,LHP0185,Sat,Thu 7,Ca3,13:00,15:40,B,3,B-0304,57,56,0.87,0.2,12:30,13:00,15:40,16:10
SCH00261,LHP0185,Mon,Thu 2,Ca3,13:00,15:40,A2,6,A2-0608,90,56,0.87,0.2,12:30,13:00,15:40,16:10
SCH00262,LHP0186,Fri,Thu 6,Ca1,06:45,09:25,D,3,D-0305,70,61,0.87,0.24,06:15,06:45,09:25,09:55
SCH00263,LHP0187,Wed,Thu 4,Ca3,13:00,15:40,A2,4,A2-0413,103,43,0.84,0.24,12:30,13:00,15:40,16:10
SCH00264,LHP0187,Thu,Thu 5,Ca1,06:45,09:25,A2,1,A2-0109,114,43,0.84,0.24,06:15,06:45,09:25,09:55
SCH00265,LHP0188,Sat,Thu 7,Ca1,06:45,09:25,A2,5,A2-0509,104,73,0.82,0.23,06:15,06:45,09:25,09:55
SCH00266,LHP0188,Fri,Thu 6,Ca3,13:00,15:40,A2,5,A2-0503,82,73,0.82,0.23,12:30,13:00,15:40,16:10
SCH00267,LHP0189,Wed,Thu 4,Ca2,09:35,12:15,C,3,C-0301,55,55,0.81,0.24,09:05,09:35,12:15,12:45
SCH00268,LHP0189,Fri,Thu 6,Ca1,06:45,09:25,A2,10,A2-1013,101,55,0.81,0.24,06:15,06:45,09:25,09:55
SCH00269,LHP0190,Mon,Thu 2,Ca1,06:45,09:25,D,1,D-0103,84,35,0.88,0.18,06:15,06:45,09:25,09:55
SCH00270,LHP0191,Mon,Thu 2,Ca1,06:45,09:25,C,2,C-0205,42,33,0.91,0.1,06:15,06:45,09:25,09:55
SCH00271,LHP0192,Mon,Thu 2,Ca1,06:45,09:25,A2,6,A2-0613,104,43,0.76,0.2,06:15,06:45,09:25,09:55
SCH00272,LHP0193,Mon,Thu 2,Ca2,09:35,12:15,D,1,D-0104,83,44,0.82,0.08,09:05,09:35,12:15,12:45
SCH00273,LHP0193,Wed,Thu 4,Ca4,15:50,18:30,A2,4,A2-0407,104,44,0.82,0.08,15:20,15:50,18:30,19:00
SCH00274,LHP0194,Wed,Thu 4,Ca2,09:35,12:15,D,3,D-0305,70,47,0.92,0.08,09:05,09:35,12:15,12:45
SCH00275,LHP0195,Mon,Thu 2,Ca1,06:45,09:25,A2,9,A2-0902,103,41,0.77,0.22,06:15,06:45,09:25,09:55
SCH00276,LHP0196,Wed,Thu 4,Ca4,15:50,18:30,A2,2,A2-0204,112,80,0.91,0.17,15:20,15:50,18:30,19:00
SCH00277,LHP0197,Mon,Thu 2,Ca3,13:00,15:40,C,1,C-0106,47,33,0.78,0.13,12:30,13:00,15:40,16:10
SCH00278,LHP0198,Sat,Thu 7,Ca1,06:45,09:25,B,2,B-0205,60,60,0.84,0.12,06:15,06:45,09:25,09:55
SCH00279,LHP0199,Tue,Thu 3,Ca3,13:00,15:40,A2,4,A2-0407,104,62,0.79,0.17,12:30,13:00,15:40,16:10
SCH00280,LHP0199,Fri,Thu 6,Ca3,13:00,15:40,A2,3,A2-0302,90,62,0.79,0.17,12:30,13:00,15:40,16:10
SCH00281,LHP0200,Mon,Thu 2,Ca1,06:45,09:25,A2,6,A2-0601,103,49,0.84,0.24,06:15,06:45,09:25,09:55
SCH00282,LHP0201,Wed,Thu 4,Ca3,13:00,15:40,C,3,C-0302,57,55,0.84,0.07,12:30,13:00,15:40,16:10
SCH00283,LHP0201,Mon,Thu 2,Ca1,06:45,09:25,C,3,C-0306,59,55,0.84,0.07,06:15,06:45,09:25,09:55
SCH00284,LHP0202,Fri,Thu 6,Ca3,13:00,15:40,C,3,C-0302,57,34,0.93,0.11,12:30,13:00,15:40,16:10
SCH00285,LHP0203,Wed,Thu 4,Ca1,06:45,09:25,D,1,D-0103,84,47,0.87,0.17,06:15,06:45,09:25,09:55
SCH00286,LHP0203,Mon,Thu 2,Ca3,13:00,15:40,C,3,C-0307,53,47,0.87,0.17,12:30,13:00,15:40,16:10
SCH00287,LHP0204,Mon,Thu 2,Ca4,15:50,18:30,A2,10,A2-1010,87,68,0.86,0.14,15:20,15:50,18:30,19:00
SCH00288,LHP0204,Fri,Thu 6,Ca3,13:00,15:40,A2,9,A2-0913,107,68,0.86,0.14,12:30,13:00,15:40,16:10
SCH00289,LHP0205,Mon,Thu 2,Ca1,06:45,09:25,A2,7,A2-0713,116,80,0.89,0.22,06:15,06:45,09:25,09:55
SCH00290,LHP0205,Wed,Thu 4,Ca4,15:50,18:30,A2,6,A2-0611,90,80,0.89,0.22,15:20,15:50,18:30,19:00
SCH00291,LHP0206,Thu,Thu 5,Ca3,13:00,15:40,A2,3,A2-0303,107,76,0.92,0.14,12:30,13:00,15:40,16:10
SCH00292,LHP0206,Mon,Thu 2,Ca4,15:50,18:30,A2,1,A2-0106,94,76,0.92,0.14,15:20,15:50,18:30,19:00
SCH00293,LHP0207,Fri,Thu 6,Ca1,06:45,09:25,A2,7,A2-0712,93,51,0.92,0.13,06:15,06:45,09:25,09:55
SCH00294,LHP0207,Tue,Thu 3,Ca2,09:35,12:15,D,5,D-0503,88,51,0.92,0.13,09:05,09:35,12:15,12:45
SCH00295,LHP0208,Sat,Thu 7,Ca2,09:35,12:15,A2,6,A2-0602,102,57,0.81,0.1,09:05,09:35,12:15,12:45
SCH00296,LHP0208,Fri,Thu 6,Ca1,06:45,09:25,B,3,B-0304,57,57,0.81,0.1,06:15,06:45,09:25,09:55
SCH00297,LHP0209,Wed,Thu 4,Ca2,09:35,12:15,A2,4,A2-0401,118,34,0.77,0.07,09:05,09:35,12:15,12:45
SCH00298,LHP0210,Wed,Thu 4,Ca1,06:45,09:25,D,3,D-0302,67,38,0.86,0.17,06:15,06:45,09:25,09:55
SCH00299,LHP0211,Mon,Thu 2,Ca3,13:00,15:40,D,2,D-0205,74,72,0.77,0.12,12:30,13:00,15:40,16:10
SCH00300,LHP0211,Sat,Thu 7,Ca3,13:00,15:40,D,4,D-0402,78,72,0.77,0.12,12:30,13:00,15:40,16:10
SCH00301,LHP0212,Sat,Thu 7,Ca2,09:35,12:15,A2,10,A2-1010,87,76,0.76,0.11,09:05,09:35,12:15,12:45
SCH00302,LHP0213,Mon,Thu 2,Ca2,09:35,12:15,A2,5,A2-0514,90,66,0.85,0.08,09:05,09:35,12:15,12:45
SCH00303,LHP0214,Wed,Thu 4,Ca1,06:45,09:25,B,3,B-0305,56,52,0.92,0.12,06:15,06:45,09:25,09:55
SCH00304,LHP0214,Thu,Thu 5,Ca4,15:50,18:30,A2,10,A2-1008,115,52,0.92,0.12,15:20,15:50,18:30,19:00
SCH00305,LHP0215,Sat,Thu 7,Ca1,06:45,09:25,B,1,B-0108,45,44,0.91,0.22,06:15,06:45,09:25,09:55
SCH00306,LHP0215,Fri,Thu 6,Ca2,09:35,12:15,D,2,D-0206,88,44,0.91,0.22,09:05,09:35,12:15,12:45
SCH00307,LHP0216,Wed,Thu 4,Ca3,13:00,15:40,A2,8,A2-0802,111,69,0.88,0.16,12:30,13:00,15:40,16:10
SCH00308,LHP0216,Fri,Thu 6,Ca2,09:35,12:15,A2,9,A2-0907,85,69,0.88,0.16,09:05,09:35,12:15,12:45
SCH00309,LHP0217,Wed,Thu 4,Ca1,06:45,09:25,D,5,D-0505,87,31,0.79,0.19,06:15,06:45,09:25,09:55
SCH00310,LHP0218,Fri,Thu 6,Ca3,13:00,15:40,D,5,D-0504,61,52,0.75,0.22,12:30,13:00,15:40,16:10
SCH00311,LHP0219,Sat,Thu 7,Ca3,13:00,15:40,C,2,C-0202,42,34,0.78,0.18,12:30,13:00,15:40,16:10
SCH00312,LHP0220,Thu,Thu 5,Ca3,13:00,15:40,A2,9,A2-0908,83,43,0.83,0.14,12:30,13:00,15:40,16:10
SCH00313,LHP0221,Wed,Thu 4,Ca1,06:45,09:25,A2,8,A2-0814,117,76,0.81,0.24,06:15,06:45,09:25,09:55
SCH00314,LHP0222,Wed,Thu 4,Ca3,13:00,15:40,B,3,B-0306,40,39,0.78,0.17,12:30,13:00,15:40,16:10
SCH00315,LHP0222,Fri,Thu 6,Ca3,13:00,15:40,A2,3,A2-0313,102,39,0.78,0.17,12:30,13:00,15:40,16:10
SCH00316,LHP0223,Wed,Thu 4,Ca3,13:00,15:40,B,2,B-0205,60,58,0.88,0.15,12:30,13:00,15:40,16:10
SCH00317,LHP0224,Wed,Thu 4,Ca4,15:50,18:30,C,3,C-0305,56,43,0.9,0.07,15:20,15:50,18:30,19:00
SCH00318,LHP0225,Fri,Thu 6,Ca2,09:35,12:15,A2,2,A2-0206,81,73,0.89,0.15,09:05,09:35,12:15,12:45
SCH00319,LHP0225,Wed,Thu 4,Ca3,13:00,15:40,D,4,D-0402,78,73,0.89,0.15,12:30,13:00,15:40,16:10
SCH00320,LHP0226,Thu,Thu 5,Ca3,13:00,15:40,B,2,B-0207,59,44,0.83,0.17,12:30,13:00,15:40,16:10
SCH00321,LHP0227,Wed,Thu 4,Ca1,06:45,09:25,A2,4,A2-0407,104,43,0.9,0.2,06:15,06:45,09:25,09:55
SCH00322,LHP0228,Fri,Thu 6,Ca3,13:00,15:40,A2,5,A2-0504,94,30,0.85,0.14,12:30,13:00,15:40,16:10
SCH00323,LHP0229,Wed,Thu 4,Ca4,15:50,18:30,A2,6,A2-0612,109,75,0.8,0.16,15:20,15:50,18:30,19:00
SCH00324,LHP0229,Fri,Thu 6,Ca3,13:00,15:40,A2,2,A2-0204,112,75,0.8,0.16,12:30,13:00,15:40,16:10
SCH00325,LHP0230,Wed,Thu 4,Ca1,06:45,09:25,B,1,B-0104,54,34,0.83,0.2,06:15,06:45,09:25,09:55
SCH00326,LHP0231,Mon,Thu 2,Ca3,13:00,15:40,A2,3,A2-0314,102,34,0.92,0.17,12:30,13:00,15:40,16:10
SCH00327,LHP0232,Wed,Thu 4,Ca1,06:45,09:25,C,1,C-0104,51,48,0.77,0.05,06:15,06:45,09:25,09:55
SCH00328,LHP0233,Sat,Thu 7,Ca3,13:00,15:40,A2,2,A2-0211,94,59,0.92,0.23,12:30,13:00,15:40,16:10
SCH00329,LHP0234,Sat,Thu 7,Ca3,13:00,15:40,A2,4,A2-0404,109,45,0.84,0.13,12:30,13:00,15:40,16:10
SCH00330,LHP0235,Fri,Thu 6,Ca2,09:35,12:15,A2,8,A2-0809,115,77,0.82,0.12,09:05,09:35,12:15,12:45
SCH00331,LHP0236,Mon,Thu 2,Ca4,15:50,18:30,A2,9,A2-0903,94,70,0.77,0.15,15:20,15:50,18:30,19:00
SCH00332,LHP0236,Thu,Thu 5,Ca3,13:00,15:40,A2,6,A2-0603,93,70,0.77,0.15,12:30,13:00,15:40,16:10
SCH00333,LHP0237,Wed,Thu 4,Ca2,09:35,12:15,C,2,C-0206,57,52,0.9,0.21,09:05,09:35,12:15,12:45
SCH00334,LHP0237,Fri,Thu 6,Ca1,06:45,09:25,A2,10,A2-1003,104,52,0.9,0.21,06:15,06:45,09:25,09:55
SCH00335,LHP0238,Thu,Thu 5,Ca3,13:00,15:40,C,2,C-0207,44,36,0.78,0.09,12:30,13:00,15:40,16:10
SCH00336,LHP0238,Fri,Thu 6,Ca1,06:45,09:25,A2,3,A2-0304,101,36,0.78,0.09,06:15,06:45,09:25,09:55
SCH00337,LHP0239,Sat,Thu 7,Ca3,13:00,15:40,D,1,D-0104,83,41,0.94,0.18,12:30,13:00,15:40,16:10
SCH00338,LHP0240,Tue,Thu 3,Ca2,09:35,12:15,A2,7,A2-0712,93,78,0.87,0.19,09:05,09:35,12:15,12:45
SCH00339,LHP0240,Wed,Thu 4,Ca3,13:00,15:40,A2,8,A2-0813,107,78,0.87,0.19,12:30,13:00,15:40,16:10
SCH00340,LHP0241,Thu,Thu 5,Ca1,06:45,09:25,A2,1,A2-0102,87,50,0.92,0.18,06:15,06:45,09:25,09:55
SCH00341,LHP0242,Wed,Thu 4,Ca3,13:00,15:40,A2,3,A2-0301,80,60,0.84,0.11,12:30,13:00,15:40,16:10
SCH00342,LHP0243,Wed,Thu 4,Ca3,13:00,15:40,A2,9,A2-0914,118,52,0.85,0.11,12:30,13:00,15:40,16:10
SCH00343,LHP0244,Sat,Thu 7,Ca4,15:50,18:30,A2,1,A2-0101,120,53,0.92,0.07,15:20,15:50,18:30,19:00
SCH00344,LHP0244,Wed,Thu 4,Ca2,09:35,12:15,D,5,D-0507,62,53,0.92,0.07,09:05,09:35,12:15,12:45
SCH00345,LHP0245,Wed,Thu 4,Ca3,13:00,15:40,A2,6,A2-0611,90,69,0.87,0.13,12:30,13:00,15:40,16:10
SCH00346,LHP0246,Wed,Thu 4,Ca2,09:35,12:15,A2,3,A2-0310,85,58,0.93,0.16,09:05,09:35,12:15,12:45
SCH00347,LHP0247,Wed,Thu 4,Ca4,15:50,18:30,D,2,D-0207,76,60,0.85,0.24,15:20,15:50,18:30,19:00
SCH00348,LHP0248,Wed,Thu 4,Ca1,06:45,09:25,A2,9,A2-0911,120,75,0.77,0.18,06:15,06:45,09:25,09:55
SCH00349,LHP0249,Sat,Thu 7,Ca1,06:45,09:25,A2,4,A2-0412,119,58,0.85,0.17,06:15,06:45,09:25,09:55
SCH00350,LHP0250,Fri,Thu 6,Ca3,13:00,15:40,B,2,B-0203,60,54,0.83,0.12,12:30,13:00,15:40,16:10
SCH00351,LHP0251,Fri,Thu 6,Ca1,06:45,09:25,C,2,C-0204,55,34,0.82,0.16,06:15,06:45,09:25,09:55
SCH00352,LHP0252,Wed,Thu 4,Ca3,13:00,15:40,A2,10,A2-1002,104,76,0.92,0.24,12:30,13:00,15:40,16:10
SCH00353,LHP0252,Thu,Thu 5,Ca3,13:00,15:40,A2,10,A2-1011,114,76,0.92,0.24,12:30,13:00,15:40,16:10
SCH00354,LHP0253,Wed,Thu 4,Ca1,06:45,09:25,A2,7,A2-0712,93,51,0.77,0.18,06:15,06:45,09:25,09:55
SCH00355,LHP0253,Tue,Thu 3,Ca2,09:35,12:15,A2,6,A2-0602,102,51,0.77,0.18,09:05,09:35,12:15,12:45
SCH00356,LHP0254,Mon,Thu 2,Ca1,06:45,09:25,A2,6,A2-0608,90,71,0.89,0.13,06:15,06:45,09:25,09:55
SCH00357,LHP0255,Mon,Thu 2,Ca2,09:35,12:15,A2,9,A2-0910,89,49,0.86,0.18,09:05,09:35,12:15,12:45
SCH00358,LHP0256,Wed,Thu 4,Ca1,06:45,09:25,A2,4,A2-0405,114,72,0.89,0.24,06:15,06:45,09:25,09:55
SCH00359,LHP0256,Tue,Thu 3,Ca2,09:35,12:15,D,1,D-0107,82,72,0.89,0.24,09:05,09:35,12:15,12:45
SCH00360,LHP0257,Sat,Thu 7,Ca1,06:45,09:25,D,5,D-0503,88,35,0.88,0.13,06:15,06:45,09:25,09:55
SCH00361,LHP0258,Wed,Thu 4,Ca1,06:45,09:25,B,2,B-0201,56,49,0.79,0.09,06:15,06:45,09:25,09:55
SCH00362,LHP0258,Fri,Thu 6,Ca2,09:35,12:15,A2,8,A2-0811,96,49,0.79,0.09,09:05,09:35,12:15,12:45
SCH00363,LHP0259,Fri,Thu 6,Ca3,13:00,15:40,D,2,D-0206,88,42,0.8,0.08,12:30,13:00,15:40,16:10
SCH00364,LHP0260,Thu,Thu 5,Ca3,13:00,15:40,A2,9,A2-0905,112,62,0.9,0.22,12:30,13:00,15:40,16:10
SCH00365,LHP0260,Tue,Thu 3,Ca1,06:45,09:25,A2,8,A2-0802,111,62,0.9,0.22,06:15,06:45,09:25,09:55
SCH00366,LHP0261,Mon,Thu 2,Ca4,15:50,18:30,A2,8,A2-0814,117,72,0.82,0.2,15:20,15:50,18:30,19:00
SCH00367,LHP0262,Thu,Thu 5,Ca3,13:00,15:40,A2,7,A2-0707,82,39,0.78,0.22,12:30,13:00,15:40,16:10
SCH00368,LHP0262,Mon,Thu 2,Ca3,13:00,15:40,A2,7,A2-0704,100,39,0.78,0.22,12:30,13:00,15:40,16:10
SCH00369,LHP0263,Fri,Thu 6,Ca4,15:50,18:30,A2,8,A2-0809,115,76,0.84,0.13,15:20,15:50,18:30,19:00
SCH00370,LHP0263,Sat,Thu 7,Ca2,09:35,12:15,D,1,D-0107,82,76,0.84,0.13,09:05,09:35,12:15,12:45
SCH00371,LHP0264,Mon,Thu 2,Ca4,15:50,18:30,D,5,D-0508,76,58,0.87,0.2,15:20,15:50,18:30,19:00
SCH00372,LHP0264,Wed,Thu 4,Ca1,06:45,09:25,A2,6,A2-0613,104,58,0.87,0.2,06:15,06:45,09:25,09:55
SCH00373,LHP0265,Mon,Thu 2,Ca1,06:45,09:25,A2,3,A2-0303,107,64,0.8,0.24,06:15,06:45,09:25,09:55
SCH00374,LHP0265,Fri,Thu 6,Ca1,06:45,09:25,A2,7,A2-0709,105,64,0.8,0.24,06:15,06:45,09:25,09:55
SCH00375,LHP0266,Fri,Thu 6,Ca1,06:45,09:25,A2,10,A2-1010,87,53,0.89,0.16,06:15,06:45,09:25,09:55
SCH00376,LHP0267,Wed,Thu 4,Ca2,09:35,12:15,A2,9,A2-0904,88,79,0.83,0.16,09:05,09:35,12:15,12:45
SCH00377,LHP0267,Thu,Thu 5,Ca2,09:35,12:15,A2,5,A2-0506,85,79,0.83,0.16,09:05,09:35,12:15,12:45
