schedule_id,class_id,version,scenario,day_of_week,day_vn,shift,start_time,end_time,building,floor,room_id,room_capacity,num_students,motorbike_ratio,dorm_ratio,primary_lot,motorbike_to_P1,motorbike_to_P2,motorbike_to_P3,distance_building_to_primary_lot_m,arrival_window_start,arrival_window_end,departure_window_start,departure_window_end,is_event
SCH00146,LHP0044,baseline,Normal,Tue,Thu 3,Ca2,09:35,12:15,A2,3,A2-0305,97,57,0.87,0.15,P1,48,0,1,150,09:05,09:35,12:15,12:45,N
SCH00147,LHP0044,optimized,Normal,Tue,Thu 3,Ca3,13:00,15:40,D,4,D-0402,78,57,0.87,0.15,P2,0,45,4,180,12:30,13:00,15:40,16:10,N
SCH00148,LHP0045,baseline,Normal,Fri,Thu 6,Ca3,13:00,15:40,A2,2,A2-0214,97,42,0.8,0.19,P1,32,0,1,150,12:30,13:00,15:40,16:10,N
SCH00149,LHP0045,optimized,Normal,Thu,Thu 5,Ca3,13:00,15:40,D,5,D-0505,87,42,0.8,0.19,P2,0,30,3,180,12:30,13:00,15:40,16:10,N
SCH00150,LHP0046,baseline,Normal,Fri,Thu 6,Ca1,06:45,09:25,D,2,D-0206,88,73,0.89,0.2,P2,0,62,3,180,06:15,06:45,09:25,09:55,N
SCH00151,LHP0046,baseline,Peak,Wed,Thu 4,Ca4,15:50,18:30,A2,2,A2-0205,118,73,0.89,0.2,P1,62,0,3,150,15:20,15:50,18:30,19:00,N
SCH00152,LHP0046,optimized,Normal,Thu,Thu 5,Ca1,06:45,09:25,D,1,D-0103,84,73,0.89,0.2,P2,0,59,6,180,06:15,06:45,09:25,09:55,N
SCH00153,LHP0046,optimized,Normal,Tue,Thu 3,Ca3,13:00,15:40,C,7,A2-0709,105,73,0.89,0.2,P2,0,59,6,120,12:30,13:00,15:40,16:10,N
SCH00154,LHP0047,baseline,Peak,Mon,Thu 2,Ca1,06:45,09:25,A2,6,A2-0610,95,57,0.76,0.18,P1,42,0,2,150,06:15,06:45,09:25,09:55,N
SCH00155,LHP0047,baseline,Worst,Mon,Thu 2,Ca1,06:45,09:25,A2,6,A2-0610,95,57,0.76,0.18,P1,42,0,2,150,06:15,06:45,09:25,09:55,N
SCH00156,LHP0047,optimized,Normal,Tue,Thu 3,Ca3,13:00,15:40,C,3,C-0302,57,57,0.76,0.18,P2,0,40,4,120,12:30,13:00,15:40,16:10,N
SCH00157,LHP0048,baseline,Normal,Fri,Thu 6,Ca2,09:35,12:15,A2,8,A2-0804,109,72,0.92,0.19,P1,64,0,3,150,09:05,09:35,12:15,12:45,N
SCH00158,LHP0048,optimized,Normal,Sat,Thu 7,Ca3,13:00,15:40,B,8,A2-0808,95,72,0.92,0.19,P1,61,0,6,100,12:30,13:00,15:40,16:10,N
SCH00159,LHP0049,baseline,Normal,Thu,Thu 5,Ca2,09:35,12:15,D,4,D-0402,78,72,0.83,0.13,P2,0,58,2,180,09:05,09:35,12:15,12:45,N
SCH00160,LHP0049,optimized,Normal,Tue,Thu 3,Ca1,06:45,09:25,C,4,A2-0403,82,72,0.83,0.13,P2,0,56,4,120,06:15,06:45,09:25,09:55,N
SCH00161,LHP0050,baseline,Peak,Wed,Thu 4,Ca1,06:45,09:25,A2,2,A2-0202,93,42,0.83,0.24,P1,32,0,2,150,06:15,06:45,09:25,09:55,N
SCH00162,LHP0050,baseline,Normal,Sat,Thu 7,Ca3,13:00,15:40,A2,3,A2-0302,90,42,0.83,0.24,P1,32,0,2,150,12:30,13:00,15:40,16:10,N
SCH00163,LHP0050,optimized,Peak,Mon,Thu 2,Ca2,09:35,12:15,A2,9,A2-0906,111,42,0.83,0.24,P1,30,0,4,150,09:05,09:35,12:15,12:45,N
SCH00164,LHP0050,optimized,Worst,Mon,Thu 2,Ca2,09:35,12:15,A2,9,A2-0906,111,42,0.83,0.24,P1,30,0,4,150,09:05,09:35,12:15,12:45,N
SCH00165,LHP0050,optimized,Normal,Thu,Thu 5,Ca2,09:35,12:15,A2,9,A2-0913,107,42,0.83,0.24,P1,30,0,4,150,09:05,09:35,12:15,12:45,N
SCH00166,LHP0051,baseline,Peak,Wed,Thu 4,Ca3,13:00,15:40,A2,8,A2-0809,115,69,0.86,0.13,P1,58,0,2,150,12:30,13:00,15:40,16:10,N
SCH00167,LHP0051,baseline,Normal,Fri,Thu 6,Ca3,13:00,15:40,A2,6,A2-0603,93,69,0.86,0.13,P1,58,0,2,150,12:30,13:00,15:40,16:10,N
SCH00168,LHP0051,optimized,Normal,Fri,Thu 6,Ca3,13:00,15:40,A2,6,A2-0609,114,69,0.86,0.13,P1,56,0,4,150,12:30,13:00,15:40,16:10,N
SCH00169,LHP0051,optimized,Normal,Tue,Thu 3,Ca1,06:45,09:25,A2,6,A2-0601,103,69,0.86,0.13,P1,56,0,4,150,06:15,06:45,09:25,09:55,N
SCH00170,LHP0052,baseline,Normal,Sat,Thu 7,Ca1,06:45,09:25,D,5,D-0508,76,48,0.79,0.21,P2,0,36,2,180,06:15,06:45,09:25,09:55,N
SCH00171,LHP0052,baseline,Peak,Wed,Thu 4,Ca3,13:00,15:40,B,1,B-0101,49,48,0.79,0.21,P1,36,0,2,100,12:30,13:00,15:40,16:10,N
SCH00172,LHP0052,optimized,Peak,Mon,Thu 2,Ca1,06:45,09:25,C,3,C-0306,59,48,0.79,0.21,P2,0,34,4,120,06:15,06:45,09:25,09:55,N
SCH00173,LHP0052,optimized,Worst,Mon,Thu 2,Ca1,06:45,09:25,C,3,C-0306,59,48,0.79,0.21,P2,0,34,4,120,06:15,06:45,09:25,09:55,N
SCH00174,LHP0052,optimized,Normal,Sat,Thu 7,Ca2,09:35,12:15,D,1,D-0105,82,48,0.79,0.21,P2,0,34,4,180,09:05,09:35,12:15,12:45,N
SCH00175,LHP0053,baseline,Peak,Mon,Thu 2,Ca1,06:45,09:25,A2,4,A2-0408,85,59,0.84,0.19,P1,47,0,2,150,06:15,06:45,09:25,09:55,N
SCH00176,LHP0053,baseline,Worst,Mon,Thu 2,Ca1,06:45,09:25,A2,4,A2-0408,85,59,0.84,0.19,P1,47,0,2,150,06:15,06:45,09:25,09:55,N
SCH00177,LHP0053,optimized,Peak,Mon,Thu 2,Ca3,13:00,15:40,C,3,C-0306,59,59,0.84,0.19,P2,0,45,4,120,12:30,13:00,15:40,16:10,N
SCH00178,LHP0053,optimized,Worst,Mon,Thu 2,Ca3,13:00,15:40,C,3,C-0306,59,59,0.84,0.19,P2,0,45,4,120,12:30,13:00,15:40,16:10,N
SCH00179,LHP0054,baseline,Peak,Mon,Thu 2,Ca2,09:35,12:15,A2,2,A2-0201,85,72,0.77,0.15,P1,53,0,2,150,09:05,09:35,12:15,12:45,N
SCH00180,LHP0054,baseline,Worst,Mon,Thu 2,Ca2,09:35,12:15,A2,2,A2-0201,85,72,0.77,0.15,P1,53,0,2,150,09:05,09:35,12:15,12:45,N
SCH00181,LHP0054,baseline,Normal,Sat,Thu 7,Ca3,13:00,15:40,A2,5,A2-0508,86,72,0.77,0.15,P1,53,0,2,150,12:30,13:00,15:40,16:10,N
SCH00182,LHP0054,optimized,Normal,Tue,Thu 3,Ca2,09:35,12:15,D,5,D-0505,87,72,0.77,0.15,P2,0,51,4,180,09:05,09:35,12:15,12:45,N
SCH00183,LHP0054,optimized,Peak,Mon,Thu 2,Ca2,09:35,12:15,A2,8,A2-0814,117,72,0.77,0.15,P1,51,0,4,150,09:05,09:35,12:15,12:45,N
SCH00184,LHP0054,optimized,Worst,Mon,Thu 2,Ca2,09:35,12:15,A2,8,A2-0814,117,72,0.77,0.15,P1,51,0,4,150,09:05,09:35,12:15,12:45,N
SCH00185,LHP0055,baseline,Peak,Wed,Thu 4,Ca3,13:00,15:40,B,2,B-0201,56,35,0.91,0.2,P1,30,0,1,100,12:30,13:00,15:40,16:10,N
SCH00186,LHP0055,baseline,Normal,Sat,Thu 7,Ca2,09:35,12:15,A2,10,A2-1002,104,35,0.91,0.2,P1,30,0,1,150,09:05,09:35,12:15,12:45,N
SCH00187,LHP0055,optimized,Normal,Tue,Thu 3,Ca1,06:45,09:25,A2,7,A2-0710,97,35,0.91,0.2,P1,28,0,3,150,06:15,06:45,09:25,09:55,N
SCH00188,LHP0055,optimized,Peak,Mon,Thu 2,Ca3,13:00,15:40,C,2,C-0202,42,35,0.91,0.2,P2,0,28,3,120,12:30,13:00,15:40,16:10,N
SCH00189,LHP0055,optimized,Worst,Mon,Thu 2,Ca3,13:00,15:40,C,2,C-0202,42,35,0.91,0.2,P2,0,28,3,120,12:30,13:00,15:40,16:10,N
SCH00190,LHP0056,baseline,Peak,Wed,Thu 4,Ca3,13:00,15:40,A2,9,A2-0913,107,42,0.78,0.06,P1,33,0,0,150,12:30,13:00,15:40,16:10,N
SCH00191,LHP0056,baseline,Normal,Thu,Thu 5,Ca3,13:00,15:40,C,2,C-0206,57,42,0.78,0.06,P2,0,33,0,120,12:30,13:00,15:40,16:10,N
SCH00192,LHP0056,optimized,Peak,Mon,Thu 2,Ca1,06:45,09:25,A2,8,A2-0810,114,42,0.78,0.06,P1,32,0,1,150,06:15,06:45,09:25,09:55,N
SCH00193,LHP0056,optimized,Worst,Mon,Thu 2,Ca1,06:45,09:25,A2,8,A2-0810,114,42,0.78,0.06,P1,32,0,1,150,06:15,06:45,09:25,09:55,N
SCH00194,LHP0056,optimized,Normal,Thu,Thu 5,Ca2,09:35,12:15,A2,5,A2-0511,109,42,0.78,0.06,P1,32,0,1,150,09:05,09:35,12:15,12:45,N
SCH00195,LHP0057,baseline,Normal,Sat,Thu 7,Ca1,06:45,09:25,A2,6,A2-0606,118,79,0.76,0.13,P1,58,0,2,150,06:15,06:45,09:25,09:55,N
SCH00196,LHP0057,baseline,Peak,Wed,Thu 4,Ca3,13:00,15:40,A2,6,A2-0614,97,79,0.76,0.13,P1,58,0,2,150,12:30,13:00,15:40,16:10,N
SCH00197,LHP0057,optimized,Peak,Wed,Thu 4,Ca1,06:45,09:25,D,1,D-0104,83,79,0.76,0.13,P2,0,56,4,180,06:15,06:45,09:25,09:55,N
SCH00198,LHP0057,optimized,Normal,Fri,Thu 6,Ca1,06:45,09:25,A2,6,A2-0606,118,79,0.76,0.13,P1,56,0,4,150,06:15,06:45,09:25,09:55,N
SCH00199,LHP0058,baseline,Normal,Fri,Thu 6,Ca3,13:00,15:40,A2,10,A2-1006,113,75,0.89,0.15,P1,65,0,2,150,12:30,13:00,15:40,16:10,N
SCH00200,LHP0058,optimized,Normal,Thu,Thu 5,Ca3,13:00,15:40,B,7,A2-0704,100,75,0.89,0.15,P1,62,0,5,100,12:30,13:00,15:40,16:10,N
SCH00201,LHP0059,baseline,Normal,Fri,Thu 6,Ca1,06:45,09:25,A2,4,A2-0403,82,78,0.92,0.23,P1,69,0,3,150,06:15,06:45,09:25,09:55,N
SCH00202,LHP0059,baseline,Peak,Mon,Thu 2,Ca1,06:45,09:25,B,1,A2-0106,94,78,0.92,0.23,P1,69,0,3,100,06:15,06:45,09:25,09:55,N
SCH00203,LHP0059,baseline,Worst,Mon,Thu 2,Ca1,06:45,09:25,B,1,A2-0106,94,78,0.92,0.23,P1,69,0,3,100,06:15,06:45,09:25,09:55,N
SCH00204,LHP0059,optimized,Normal,Fri,Thu 6,Ca4,15:50,18:30,B,8,A2-0805,89,78,0.92,0.23,P1,64,0,8,100,15:20,15:50,18:30,19:00,N
SCH00205,LHP0059,optimized,Normal,Thu,Thu 5,Ca4,15:50,18:30,D,1,D-0104,83,78,0.92,0.23,P2,0,64,8,180,15:20,15:50,18:30,19:00,N
SCH00206,LHP0060,baseline,Peak,Wed,Thu 4,Ca2,09:35,12:15,B,2,B-0207,59,41,0.91,0.19,P1,36,0,1,100,09:05,09:35,12:15,12:45,N
SCH00207,LHP0060,optimized,Normal,Sat,Thu 7,Ca1,06:45,09:25,D,1,D-0106,66,41,0.91,0.19,P2,0,33,4,180,06:15,06:45,09:25,09:55,N
SCH00208,LHP0061,baseline,Normal,Tue,Thu 3,Ca3,13:00,15:40,B,1,B-0107,56,45,0.93,0.07,P1,41,0,1,100,12:30,13:00,15:40,16:10,N
SCH00209,LHP0061,optimized,Normal,Fri,Thu 6,Ca1,06:45,09:25,B,3,B-0305,56,45,0.93,0.07,P1,40,0,2,100,06:15,06:45,09:25,09:55,N
SCH00210,LHP0062,baseline,Peak,Mon,Thu 2,Ca3,13:00,15:40,A2,8,A2-0809,115,72,0.86,0.16,P1,60,0,2,150,12:30,13:00,15:40,16:10,N
SCH00211,LHP0062,baseline,Worst,Mon,Thu 2,Ca3,13:00,15:40,A2,8,A2-0809,115,72,0.86,0.16,P1,60,0,2,150,12:30,13:00,15:40,16:10,N
SCH00212,LHP0062,optimized,Peak,Wed,Thu 4,Ca3,13:00,15:40,A2,10,A2-1008,115,72,0.86,0.16,P1,57,0,5,150,12:30,13:00,15:40,16:10,N
SCH00213,LHP0063,baseline,Peak,Mon,Thu 2,Ca3,13:00,15:40,A2,7,A2-0712,93,69,0.91,0.23,P1,59,0,3,150,12:30,13:00,15:40,16:10,N
SCH00214,LHP0063,baseline,Worst,Mon,Thu 2,Ca3,13:00,15:40,A2,7,A2-0712,93,69,0.91,0.23,P1,59,0,3,150,12:30,13:00,15:40,16:10,N
SCH00215,LHP0063,optimized,Normal,Tue,Thu 3,Ca3,13:00,15:40,D,2,D-0203,80,69,0.91,0.23,P2,0,55,7,180,12:30,13:00,15:40,16:10,N
SCH00216,LHP0064,baseline,Peak,Mon,Thu 2,Ca3,13:00,15:40,C,2,C-0201,58,58,0.93,0.2,P2,0,52,2,120,12:30,13:00,15:40,16:10,N
SCH00217,LHP0064,baseline,Worst,Mon,Thu 2,Ca3,13:00,15:40,C,2,C-0201,58,58,0.93,0.2,P2,0,52,2,120,12:30,13:00,15:40,16:10,N
SCH00218,LHP0064,optimized,Normal,Fri,Thu 6,Ca3,13:00,15:40,B,2,B-0207,59,58,0.93,0.2,P1,48,0,6,100,12:30,13:00,15:40,16:10,N
SCH00219,LHP0065,baseline,Peak,Wed,Thu 4,Ca3,13:00,15:40,B,5,A2-0513,103,78,0.8,0.18,P1,60,0,2,100,12:30,13:00,15:40,16:10,N
SCH00220,LHP0065,baseline,Normal,Sat,Thu 7,Ca4,15:50,18:30,A2,8,A2-0807,88,78,0.8,0.18,P1,60,0,2,150,15:20,15:50,18:30,19:00,N
SCH00221,LHP0065,optimized,Normal,Tue,Thu 3,Ca1,06:45,09:25,D,4,D-0402,78,78,0.8,0.18,P2,0,56,6,180,06:15,06:45,09:25,09:55,N
SCH00222,LHP0065,optimized,Normal,Fri,Thu 6,Ca1,06:45,09:25,D,4,D-0407,80,78,0.8,0.18,P2,0,56,6,180,06:15,06:45,09:25,09:55,N
SCH00223,LHP0066,baseline,Peak,Mon,Thu 2,Ca1,06:45,09:25,B,9,A2-0904,88,61,0.88,0.1,P1,52,0,1,100,06:15,06:45,09:25,09:55,N
SCH00224,LHP0066,baseline,Worst,Mon,Thu 2,Ca1,06:45,09:25,B,9,A2-0904,88,61,0.88,0.1,P1,52,0,1,100,06:15,06:45,09:25,09:55,N
SCH00225,LHP0066,optimized,Normal,Tue,Thu 3,Ca1,06:45,09:25,B,6,A2-0612,109,61,0.88,0.1,P1,51,0,2,100,06:15,06:45,09:25,09:55,N
SCH00226,LHP0067,baseline,Normal,Fri,Thu 6,Ca1,06:45,09:25,C,3,C-0303,45,45,0.8,0.11,P2,0,35,1,120,06:15,06:45,09:25,09:55,N
SCH00227,LHP0067,optimized,Normal,Sat,Thu 7,Ca1,06:45,09:25,B,2,B-0204,49,45,0.8,0.11,P1,34,0,2,100,06:15,06:45,09:25,09:55,N
SCH00228,LHP0068,baseline,Peak,Mon,Thu 2,Ca2,09:35,12:15,A2,7,A2-0705,83,39,0.8,0.19,P1,30,0,1,150,09:05,09:35,12:15,12:45,N
SCH00229,LHP0068,baseline,Worst,Mon,Thu 2,Ca2,09:35,12:15,A2,7,A2-0705,83,39,0.8,0.19,P1,30,0,1,150,09:05,09:35,12:15,12:45,N
SCH00230,LHP0068,baseline,Peak,Wed,Thu 4,Ca3,13:00,15:40,A2,8,A2-0801,93,39,0.8,0.19,P1,30,0,1,150,12:30,13:00,15:40,16:10,N
SCH00231,LHP0068,optimized,Normal,Thu,Thu 5,Ca3,13:00,15:40,A2,8,A2-0802,111,39,0.8,0.19,P1,28,0,3,150,12:30,13:00,15:40,16:10,N
SCH00232,LHP0068,optimized,Peak,Wed,Thu 4,Ca1,06:45,09:25,C,3,C-0304,48,39,0.8,0.19,P2,0,28,3,120,06:15,06:45,09:25,09:55,N
SCH00233,LHP0069,baseline,Normal,Fri,Thu 6,Ca3,13:00,15:40,A2,5,A2-0503,82,56,0.83,0.16,P1,45,0,1,150,12:30,13:00,15:40,16:10,N
SCH00234,LHP0069,optimized,Normal,Sat,Thu 7,Ca1,06:45,09:25,C,3,C-0305,56,56,0.83,0.16,P2,0,42,4,120,06:15,06:45,09:25,09:55,N
SCH00235,LHP0070,baseline,Peak,Wed,Thu 4,Ca3,13:00,15:40,A2,5,A2-0507,94,56,0.83,0.2,P1,44,0,2,150,12:30,13:00,15:40,16:10,N
SCH00236,LHP0070,baseline,Normal,Sat,Thu 7,Ca1,06:45,09:25,D,4,D-0404,60,56,0.83,0.2,P2,0,44,2,180,06:15,06:45,09:25,09:55,N
SCH00237,LHP0070,optimized,Normal,Thu,Thu 5,Ca2,09:35,12:15,D,1,D-0106,66,56,0.83,0.2,P2,0,42,4,180,09:05,09:35,12:15,12:45,N
SCH00238,LHP0070,optimized,Normal,Sat,Thu 7,Ca4,15:50,18:30,C,2,C-0201,58,56,0.83,0.2,P2,0,42,4,120,15:20,15:50,18:30,19:00,N
SCH00239,LHP0071,baseline,Normal,Tue,Thu 3,Ca1,06:45,09:25,A2,6,A2-0605,84,78,0.87,0.15,P1,66,0,2,150,06:15,06:45,09:25,09:55,N
SCH00240,LHP0071,baseline,Peak,Wed,Thu 4,Ca3,13:00,15:40,C,9,A2-0908,83,78,0.87,0.15,P2,0,66,2,120,12:30,13:00,15:40,16:10,N
SCH00241,LHP0071,optimized,Normal,Fri,Thu 6,Ca2,09:35,12:15,C,5,A2-0511,109,78,0.87,0.15,P2,0,63,5,120,09:05,09:35,12:15,12:45,N
SCH00242,LHP0071,optimized,Peak,Wed,Thu 4,Ca4,15:50,18:30,A2,4,A2-0410,98,78,0.87,0.15,P1,63,0,5,150,15:20,15:50,18:30,19:00,N
SCH00243,LHP0072,baseline,Peak,Wed,Thu 4,Ca3,13:00,15:40,A2,3,A2-0309,86,78,0.83,0.23,P1,62,0,3,150,12:30,13:00,15:40,16:10,N
SCH00244,LHP0072,baseline,Normal,Fri,Thu 6,Ca3,13:00,15:40,D,1,D-0107,82,78,0.83,0.23,P2,0,62,3,180,12:30,13:00,15:40,16:10,N
SCH00245,LHP0072,optimized,Peak,Wed,Thu 4,Ca4,15:50,18:30,C,6,A2-0614,97,78,0.83,0.23,P2,0,57,8,120,15:20,15:50,18:30,19:00,N
SCH00246,LHP0072,optimized,Peak,Mon,Thu 2,Ca3,13:00,15:40,C,9,A2-0903,94,78,0.83,0.23,P2,0,57,8,120,12:30,13:00,15:40,16:10,N
SCH00247,LHP0072,optimized,Worst,Mon,Thu 2,Ca3,13:00,15:40,C,9,A2-0903,94,78,0.83,0.23,P2,0,57,8,120,12:30,13:00,15:40,16:10,N
SCH00248,LHP0073,baseline,Normal,Fri,Thu 6,Ca3,13:00,15:40,A2,1,A2-0105,95,77,0.9,0.21,P1,67,0,3,150,12:30,13:00,15:40,16:10,N
SCH00249,LHP0073,baseline,Peak,Mon,Thu 2,Ca2,09:35,12:15,A2,7,A2-0703,94,77,0.9,0.21,P1,67,0,3,150,09:05,09:35,12:15,12:45,N
SCH00250,LHP0073,baseline,Worst,Mon,Thu 2,Ca2,09:35,12:15,A2,7,A2-0703,94,77,0.9,0.21,P1,67,0,3,150,09:05,09:35,12:15,12:45,N
SCH00251,LHP0073,optimized,Normal,Thu,Thu 5,Ca3,13:00,15:40,A2,8,A2-0806,96,77,0.9,0.21,P1,62,0,8,150,12:30,13:00,15:40,16:10,N
SCH00252,LHP0073,optimized,Peak,Mon,Thu 2,Ca3,13:00,15:40,A2,4,A2-0414,116,77,0.9,0.21,P1,62,0,8,150,12:30,13:00,15:40,16:10,N
SCH00253,LHP0073,optimized,Worst,Mon,Thu 2,Ca3,13:00,15:40,A2,4,A2-0414,116,77,0.9,0.21,P1,62,0,8,150,12:30,13:00,15:40,16:10,N
SCH00254,LHP0074,baseline,Normal,Thu,Thu 5,Ca3,13:00,15:40,A2,2,A2-0204,112,44,0.8,0.15,P1,34,0,1,150,12:30,13:00,15:40,16:10,N
SCH00255,LHP0074,optimized,Peak,Mon,Thu 2,Ca1,06:45,09:25,A2,2,A2-0201,85,44,0.8,0.15,P1,33,0,2,150,06:15,06:45,09:25,09:55,N
SCH00256,LHP0074,optimized,Worst,Mon,Thu 2,Ca1,06:45,09:25,A2,2,A2-0201,85,44,0.8,0.15,P1,33,0,2,150,06:15,06:45,09:25,09:55,N
SCH00257,LHP0075,baseline,Normal,Fri,Thu 6,Ca2,09:35,12:15,C,5,A2-0506,85,76,0.78,0.14,P2,0,57,2,120,09:05,09:35,12:15,12:45,N
SCH00258,LHP0075,optimized,Normal,Sat,Thu 7,Ca3,13:00,15:40,B,3,A2-0302,90,76,0.78,0.14,P1,55,0,4,100,12:30,13:00,15:40,16:10,N
SCH00259,LHP0076,baseline,Normal,Sat,Thu 7,Ca1,06:45,09:25,D,5,D-0501,67,64,0.76,0.13,P2,0,47,1,180,06:15,06:45,09:25,09:55,N
SCH00260,LHP0076,optimized,Peak,Wed,Thu 4,Ca2,09:35,12:15,D,2,D-0208,74,64,0.76,0.13,P2,0,45,3,180,09:05,09:35,12:15,12:45,N
SCH00261,LHP0077,baseline,Peak,Mon,Thu 2,Ca3,13:00,15:40,A2,4,A2-0411,120,35,0.88,0.08,P1,30,0,0,150,12:30,13:00,15:40,16:10,N
SCH00262,LHP0077,baseline,Worst,Mon,Thu 2,Ca3,13:00,15:40,A2,4,A2-0411,120,35,0.88,0.08,P1,30,0,0,150,12:30,13:00,15:40,16:10,N
SCH00263,LHP0077,optimized,Normal,Thu,Thu 5,Ca1,06:45,09:25,C,1,C-0101,55,35,0.88,0.08,P2,0,29,1,120,06:15,06:45,09:25,09:55,N
SCH00264,LHP0078,baseline,Normal,Sat,Thu 7,Ca3,13:00,15:40,B,2,B-0204,49,46,0.83,0.09,P1,37,0,1,100,12:30,13:00,15:40,16:10,N
SCH00265,LHP0078,optimized,Normal,Sat,Thu 7,Ca2,09:35,12:15,D,2,D-0203,80,46,0.83,0.09,P2,0,36,2,180,09:05,09:35,12:15,12:45,N
SCH00266,LHP0079,baseline,Peak,Mon,Thu 2,Ca1,06:45,09:25,A2,7,A2-0708,100,47,0.9,0.22,P1,40,0,2,150,06:15,06:45,09:25,09:55,N
SCH00267,LHP0079,baseline,Worst,Mon,Thu 2,Ca1,06:45,09:25,A2,7,A2-0708,100,47,0.9,0.22,P1,40,0,2,150,06:15,06:45,09:25,09:55,N
SCH00268,LHP0079,optimized,Normal,Thu,Thu 5,Ca1,06:45,09:25,B,1,B-0104,54,47,0.9,0.22,P1,38,0,4,100,06:15,06:45,09:25,09:55,N
SCH00269,LHP0080,baseline,Normal,Thu,Thu 5,Ca2,09:35,12:15,A2,3,A2-0310,85,60,0.75,0.16,P1,44,0,1,150,09:05,09:35,12:15,12:45,N
SCH00270,LHP0080,baseline,Peak,Wed,Thu 4,Ca3,13:00,15:40,B,2,B-0203,60,60,0.75,0.16,P1,44,0,1,100,12:30,13:00,15:40,16:10,N
SCH00271,LHP0080,optimized,Peak,Mon,Thu 2,Ca3,13:00,15:40,A2,6,A2-0605,84,60,0.75,0.16,P1,41,0,4,150,12:30,13:00,15:40,16:10,N
SCH00272,LHP0080,optimized,Worst,Mon,Thu 2,Ca3,13:00,15:40,A2,6,A2-0605,84,60,0.75,0.16,P1,41,0,4,150,12:30,13:00,15:40,16:10,N
SCH00273,LHP0080,optimized,Normal,Fri,Thu 6,Ca3,13:00,15:40,A2,10,A2-1005,109,60,0.75,0.16,P1,41,0,4,150,12:30,13:00,15:40,16:10,N
SCH00274,LHP0081,baseline,Peak,Wed,Thu 4,Ca2,09:35,12:15,A2,3,A2-0308,101,44,0.88,0.21,P1,37,0,2,150,09:05,09:35,12:15,12:45,N
SCH00275,LHP0081,baseline,Normal,Sat,Thu 7,Ca2,09:35,12:15,A2,2,A2-0202,93,44,0.88,0.21,P1,37,0,2,150,09:05,09:35,12:15,12:45,N
SCH00276,LHP0081,optimized,Peak,Mon,Thu 2,Ca3,13:00,15:40,A2,8,A2-0810,114,44,0.88,0.21,P1,35,0,4,150,12:30,13:00,15:40,16:10,N
SCH00277,LHP0081,optimized,Worst,Mon,Thu 2,Ca3,13:00,15:40,A2,8,A2-0810,114,44,0.88,0.21,P1,35,0,4,150,12:30,13:00,15:40,16:10,N
SCH00278,LHP0081,optimized,Normal,Sat,Thu 7,Ca1,06:45,09:25,D,4,D-0406,82,44,0.88,0.21,P2,0,35,4,180,06:15,06:45,09:25,09:55,N
SCH00279,LHP0082,baseline,Peak,Mon,Thu 2,Ca3,13:00,15:40,D,3,D-0306,60,45,0.79,0.05,P2,0,36,0,180,12:30,13:00,15:40,16:10,N
SCH00280,LHP0082,baseline,Worst,Mon,Thu 2,Ca3,13:00,15:40,D,3,D-0306,60,45,0.79,0.05,P2,0,36,0,180,12:30,13:00,15:40,16:10,N
SCH00281,LHP0082,optimized,Normal,Thu,Thu 5,Ca3,13:00,15:40,D,3,D-0303,67,45,0.79,0.05,P2,0,35,1,180,12:30,13:00,15:40,16:10,N
SCH00282,LHP0083,baseline,Peak,Wed,Thu 4,Ca3,13:00,15:40,D,2,D-0202,81,60,0.88,0.16,P2,0,50,2,180,12:30,13:00,15:40,16:10,N
SCH00283,LHP0083,optimized,Peak,Wed,Thu 4,Ca2,09:35,12:15,D,3,D-0308,77,60,0.88,0.16,P2,0,48,4,180,09:05,09:35,12:15,12:45,N
SCH00284,LHP0084,baseline,Peak,Mon,Thu 2,Ca2,09:35,12:15,A2,2,A2-0214,97,79,0.82,0.17,P1,63,0,2,150,09:05,09:35,12:15,12:45,N
SCH00285,LHP0084,baseline,Worst,Mon,Thu 2,Ca2,09:35,12:15,A2,2,A2-0214,97,79,0.82,0.17,P1,63,0,2,150,09:05,09:35,12:15,12:45,N
SCH00286,LHP0084,baseline,Normal,Fri,Thu 6,Ca1,06:45,09:25,A2,4,A2-0411,120,79,0.82,0.17,P1,63,0,2,150,06:15,06:45,09:25,09:55,N
SCH00287,LHP0084,optimized,Peak,Mon,Thu 2,Ca4,15:50,18:30,A2,2,A2-0203,94,79,0.82,0.17,P1,59,0,6,150,15:20,15:50,18:30,19:00,N
SCH00288,LHP0084,optimized,Worst,Mon,Thu 2,Ca4,15:50,18:30,A2,2,A2-0203,94,79,0.82,0.17,P1,59,0,6,150,15:20,15:50,18:30,19:00,N
SCH00289,LHP0084,optimized,Normal,Sat,Thu 7,Ca2,09:35,12:15,C,2,A2-0206,81,79,0.82,0.17,P2,0,59,6,120,09:05,09:35,12:15,12:45,N
SCH00290,LHP0085,baseline,Peak,Mon,Thu 2,Ca4,15:50,18:30,A2,5,A2-0506,85,79,0.91,0.24,P1,69,0,3,150,15:20,15:50,18:30,19:00,N
SCH00291,LHP0085,baseline,Worst,Mon,Thu 2,Ca4,15:50,18:30,A2,5,A2-0506,85,79,0.91,0.24,P1,69,0,3,150,15:20,15:50,18:30,19:00,N
